gene,gene_name,gene_type,chr,start,end,strand,length
ENSG00000253401.1,AF121898.2,pseudogene,chr8,88587826,88588736,-,911
ENSG00000253403.1,RP11-348M17.2,antisense,chr5,161114353,161116414,-,449
ENSG00000253404.1,AC034243.1,antisense,chr5,138080123,138088998,-,587
ENSG00000253405.1,EVX1-AS,antisense,chr7,27281048,27286848,-,1361
ENSG00000253406.1,AC012613.2,antisense,chr5,148596086,148656368,-,4533
ENSG00000253407.1,RP11-381I15.1,lincRNA,chr8,132142635,132157128,-,491
ENSG00000253408.1,RP11-231D20.2,antisense,chr8,42091193,42128715,-,1762
ENSG00000253409.1,TRBV7-4,TR_V_gene,chr7,142176329,142176790,-,347
ENSG00000253410.1,RP11-539E17.3,pseudogene,chr8,124205115,124205172,+,58
ENSG00000253412.1,IGHVIII-13-1,IG_V_pseudogene,chr14,106598995,106599285,-,291
ENSG00000253413.1,RP11-960H2.2,pseudogene,chr8,60672606,60672822,+,217
ENSG00000253414.2,RP11-150O12.6,sense_intronic,chr8,37373928,37374539,-,510
ENSG00000253415.1,RP11-44N12.4,pseudogene,chr8,99916831,99917899,-,1069
ENSG00000253416.1,RP11-48D4.2,lincRNA,chr8,77816827,77825635,+,651
ENSG00000253417.1,RP11-109J4.1,lincRNA,chr5,160358785,160365633,-,2323
ENSG00000253418.1,SNX18P27,pseudogene,chr8,43368786,43369564,+,779
ENSG00000253420.1,RP11-642D21.2,antisense,chr8,106674580,106697993,-,649
ENSG00000253421.1,ZNHIT1P1,pseudogene,chr8,143939770,143940213,+,444
ENSG00000253422.1,CTB-47B8.4,pseudogene,chr5,157505107,157505772,-,666
ENSG00000253423.1,RP11-813B8.1,pseudogene,chr8,84113187,84114666,-,1480
ENSG00000253424.1,CTC-436K13.3,lincRNA,chr5,157683145,157685444,+,548
ENSG00000253425.2,HSPA8P13,pseudogene,chr8,47460711,47462424,+,472
ENSG00000253426.1,RP11-10A14.4,protein_coding,chr8,9009252,9025646,+,1073
ENSG00000253427.1,RP11-103H7.1,lincRNA,chr8,127486434,127504841,+,415
ENSG00000253428.1,CTB-43E15.2,lincRNA,chr5,173116462,173132852,+,513
ENSG00000253429.1,KB-1090H4.2,pseudogene,chr8,95721180,95721472,-,293
ENSG00000253430.1,RP11-14I17.2,sense_intronic,chr8,26280109,26281445,+,508
ENSG00000253431.1,RP11-442A17.2,pseudogene,chr8,63775641,63776740,-,1100
ENSG00000253432.1,RP11-324F11.1,lincRNA,chr8,140108548,140115073,-,485
ENSG00000253433.1,AC083843.3,lincRNA,chr8,135850312,135854880,+,519
ENSG00000253434.1,RP11-1101K5.1,lincRNA,chr8,112388868,112555202,+,1389
ENSG00000253435.1,IGKV2-4,IG_V_pseudogene,chr2,89231184,89231898,-,340
ENSG00000253437.1,RP11-90P5.4,snRNA,chr8,37979892,37979998,+,107
ENSG00000253438.2,PCAT1,lincRNA,chr8,127859300,128033259,+,2315
ENSG00000253439.1,CDC42P5,pseudogene,chr5,172512345,172513213,-,553
ENSG00000253440.1,IGHV3-33-2,IG_V_pseudogene,chr14,106825038,106825477,-,346
ENSG00000253441.1,IGHV3-25,IG_V_pseudogene,chr14,106745623,106746073,-,351
ENSG00000253444.1,AC133633.2,lincRNA,chr8,2350992,2369693,-,512
ENSG00000253445.1,CTB-79E8.2,antisense,chr5,172117457,172124723,-,528
ENSG00000253447.1,RP11-619L12.4,antisense,chr5,173508509,173513562,-,689
ENSG00000253448.1,IGLV3-6,IG_V_pseudogene,chr22,23192550,23192799,+,250
ENSG00000253449.1,CTC-436K13.6,lincRNA,chr5,157652360,157661384,-,771
ENSG00000253451.1,IGLV2-28,IG_V_pseudogene,chr22,23006943,23007377,+,304
ENSG00000253452.1,RP11-473J6.1,lincRNA,chr8,35719641,35828183,+,777
ENSG00000253454.1,NDUFA5P2,pseudogene,chr8,105578314,105578657,+,344
ENSG00000253455.1,RP11-770E5.3,lincRNA,chr8,49533025,49536455,+,289
ENSG00000253456.1,CTD-2363C16.2,antisense,chr5,158412814,158414207,+,542
ENSG00000253457.1,SMIM18,protein_coding,chr8,30496117,30503581,+,905
ENSG00000253458.1,IGHVII-15-1,IG_V_pseudogene,chr14,106620270,106620489,-,220
ENSG00000253459.3,AL139099.1,protein_coding,chr14,50064193,50065882,-,1690
ENSG00000253460.2,IGKV2OR22-3,IG_V_pseudogene,chr22,17402333,17403063,-,360
ENSG00000253461.1,IGKV1-35,IG_V_pseudogene,chr2,89586446,89586730,-,285
ENSG00000253462.1,IGHVIII-26-1,IG_V_pseudogene,chr14,106765678,106765927,-,250
ENSG00000253463.1,HMGB1P19,pseudogene,chr8,124135346,124135922,+,577
ENSG00000253464.1,IGHV3-29,IG_V_pseudogene,chr14,106787368,106787804,-,334
ENSG00000253465.1,IGHVIV-44-1,IG_V_pseudogene,chr14,106945352,106945763,-,338
ENSG00000253467.1,IGHV7-40,IG_V_pseudogene,chr14,106881270,106881468,-,199
ENSG00000253468.1,KB-1517D11.2,pseudogene,chr8,99425110,99426012,-,587
ENSG00000253469.1,CTC-264O10.1,lincRNA,chr5,166591939,166595406,-,630
ENSG00000253470.1,RP11-697B24.1,lincRNA,chr8,126761299,126762485,-,636
ENSG00000253471.1,RP11-175E9.1,antisense,chr8,23564654,23647000,+,252
ENSG00000253472.1,CTB-23I7.2,pseudogene,chr5,150757564,150758201,-,638
ENSG00000253474.1,RP11-10H3.1,lincRNA,chr8,50081098,50141484,+,922
ENSG00000253475.1,RP11-110G21.2,sense_intronic,chr8,52808517,52808934,-,283
ENSG00000253476.1,RP11-395I14.2,lincRNA,chr8,25283037,25284096,-,528
ENSG00000253477.1,RP11-1C8.4,antisense,chr8,104495626,104513904,-,999
ENSG00000253479.1,RP11-744J10.3,lincRNA,chr8,70337270,70360479,-,1418
ENSG00000253480.1,RP11-39H3.1,pseudogene,chr5,179512717,179514038,-,1015
ENSG00000253481.2,IGKV1OR22-1,IG_V_pseudogene,chr22,17414411,17414893,-,360
ENSG00000253482.1,IGHVII-26-2,IG_V_pseudogene,chr14,106770914,106771238,-,325
ENSG00000253483.1,CTC-756D1.1,pseudogene,chr8,23340529,23341047,-,519
ENSG00000253484.1,RP11-109P6.2,lincRNA,chr8,50730146,50733504,-,412
ENSG00000253485.1,PCDHGA5,protein_coding,chr5,140743898,140892546,+,4602
ENSG00000253486.1,RP11-726G23.7,pseudogene,chr8,43129925,43130434,-,510
ENSG00000253487.1,IGKV2-36,IG_V_pseudogene,chr2,89594990,89595212,-,223
ENSG00000253488.1,RP11-583M2.2,pseudogene,chr8,23492389,23493020,-,632
ENSG00000253489.1,RP11-114O8.1,lincRNA,chr8,112191422,112192101,-,191
ENSG00000253490.1,AC145110.1,lincRNA,chr8,29605825,29656008,+,5541
ENSG00000253491.1,IGHVII-30-1,IG_V_pseudogene,chr14,106798646,106798877,-,232
ENSG00000253492.1,CDH12P3,pseudogene,chr5,69428506,69428800,+,295
ENSG00000253493.1,RP11-89A16.1,pseudogene,chr8,65885723,65886083,-,361
ENSG00000253495.1,RP11-99I9.2,pseudogene,chr8,120630402,120630714,-,313
ENSG00000253496.2,RP11-13N12.1,lincRNA,chr8,16534414,16772553,-,813
ENSG00000253497.1,IGKV1-13,IG_V_pseudogene,chr2,89345492,89345963,-,347
ENSG00000253499.2,RP11-393K19.1,pseudogene,chr8,115330629,115331140,-,512
ENSG00000253500.1,AF121898.3,antisense,chr8,88554214,88767946,-,1759
ENSG00000253501.1,IGKV3D-34,IG_V_pseudogene,chr2,89945567,89946056,+,302
ENSG00000253502.1,ATP6V1G1P2,pseudogene,chr8,48105625,48105970,-,346
ENSG00000253503.1,RP11-653B10.1,lincRNA,chr8,83426803,83589388,-,716
ENSG00000253504.1,RP11-593P24.2,pseudogene,chr8,36135281,36136404,-,1124
ENSG00000253505.1,CTA-398F10.1,lincRNA,chr8,8272200,8282142,-,1147
ENSG00000253506.1,NACA2,protein_coding,chr17,59667794,59668563,-,770
ENSG00000253507.1,CTD-2501M5.1,lincRNA,chr8,132320792,132329879,+,984
ENSG00000253508.1,RP1-170O19.14,lincRNA,chr7,27226192,27233067,-,556
ENSG00000253509.1,CTD-3080F16.3,sense_intronic,chr8,41132634,41134522,-,255
ENSG00000253510.1,RP5-991O23.1,lincRNA,chr8,5363590,5366648,-,3059
ENSG00000253512.1,CTC-535M15.1,pseudogene,chr5,165209810,165210139,-,330
ENSG00000253513.1,RP11-6D1.3,antisense,chr8,126009227,126010440,-,412
ENSG00000253515.1,RP11-417F21.2,antisense,chr2,46726870,46728417,+,399
ENSG00000253516.1,HMGB1P41,pseudogene,chr8,81724377,81724816,-,440
ENSG00000253517.1,XRCC6P4,pseudogene,chr8,63767627,63769693,-,2067
ENSG00000253519.1,AC106801.1,antisense,chr5,156992972,156996106,+,1845
ENSG00000253520.1,RP11-798K23.5,pseudogene,chr5,178954225,178954514,-,290
ENSG00000253521.1,HPYR1,lincRNA,chr8,133572745,133573726,-,982
ENSG00000253522.2,MIR146A,lincRNA,chr5,159895275,159914433,+,2301
ENSG00000253523.1,RP11-1112C15.2,lincRNA,chr8,58943893,58945241,-,877
ENSG00000253524.1,RP11-89M20.2,lincRNA,chr8,35861834,35952564,-,442
ENSG00000253525.1,CTD-2114J12.1,pseudogene,chr8,92169513,92170976,+,1464
ENSG00000253526.1,RP11-152P17.3,lincRNA,chr8,106838798,106846266,+,445
ENSG00000253527.1,CTB-105L4.2,antisense,chr5,166733278,166736875,-,527
ENSG00000253528.2,RP11-347C18.4,pseudogene,chr8,95986801,95987081,-,281
ENSG00000253530.1,RP11-103H7.3,lincRNA,chr8,127530943,127534596,+,429
ENSG00000253532.1,CTD-2340D6.1,sense_intronic,chr8,100131580,100132809,+,595
ENSG00000253534.1,TRBV6-8,TR_V_gene,chr7,142124137,142124565,-,341
ENSG00000253535.1,RP11-624C23.1,antisense,chr8,24153327,24769586,-,1341
ENSG00000253536.1,RP11-1174L13.2,pseudogene,chr5,70771588,70772143,-,556
ENSG00000253537.1,PCDHGA7,protein_coding,chr5,140762467,140892546,+,4605
ENSG00000253538.1,CTB-32P11.1,lincRNA,chr5,163636637,163638898,+,389
ENSG00000253539.1,RP11-402L5.1,antisense,chr8,100808843,100811415,-,648
ENSG00000253540.1,FAM86HP,pseudogene,chr3,129817935,129830315,-,1301
ENSG00000253541.1,SEPT10P1,pseudogene,chr8,57389385,57390546,-,1162
ENSG00000253542.3,SDR16C6P,pseudogene,chr8,57285623,57307924,-,1086
ENSG00000253543.1,RP11-89K10.2,pseudogene,chr8,127594876,127595251,-,376
ENSG00000253544.1,RP11-705O24.4,pseudogene,chr8,62822543,62823361,-,819
ENSG00000253545.1,IGHV3-52,IG_V_pseudogene,chr14,107042360,107042810,-,353
ENSG00000253546.1,IGLVVI-22-1,IG_V_pseudogene,chr22,23043245,23043455,+,211
ENSG00000253547.2,RP11-959F10.5,pseudogene,chr11,62814257,62815598,+,1342
ENSG00000253548.1,PYDC2,protein_coding,chr3,191178952,191179245,+,294
ENSG00000253549.1,RP11-317J10.2,antisense,chr8,86354080,86377144,-,1257
ENSG00000253550.1,RP11-115C21.4,pseudogene,chr8,6331366,6331809,-,444
ENSG00000253551.1,RP11-26M5.2,antisense,chr8,53106922,53112140,+,824
ENSG00000253552.3,HOXA-AS2,antisense,chr7,27147396,27173921,+,5281
ENSG00000253553.1,RP11-586K2.1,antisense,chr8,89339065,89749363,+,3045
ENSG00000253554.1,RP11-32K4.1,antisense,chr8,64599737,65281115,-,1598
ENSG00000253555.1,RP11-16E18.1,pseudogene,chr8,64048782,64050643,-,1406
ENSG00000253556.1,KB-1639H6.7,pseudogene,chr8,104101024,104102899,+,1409
ENSG00000253557.1,RP11-1080G15.1,lincRNA,chr8,18942502,19116979,-,1460
ENSG00000253558.1,CTD-2179L22.1,pseudogene,chr5,77337703,77339962,-,2260
ENSG00000253559.1,OSGEPL1-AS1,antisense,chr2,190627430,190630282,+,860
ENSG00000253560.1,RP11-16P20.2,pseudogene,chr8,27554734,27555043,-,310
ENSG00000253561.1,CTD-2588J1.1,lincRNA,chr8,134783652,134826780,+,566
ENSG00000253562.1,CTD-2340D6.2,antisense,chr8,100103966,100106288,-,493
ENSG00000253563.2,NKX2-1-AS1,antisense,chr14,36988483,36992221,+,1775
ENSG00000253564.1,RP11-956J14.2,pseudogene,chr8,74128164,74128862,-,699
ENSG00000253567.1,RP11-181B11.2,antisense,chr8,28304781,28313419,+,733
ENSG00000253568.1,RP11-386D6.3,pseudogene,chr8,87788707,87788866,-,160
ENSG00000253569.1,VENTXP5,pseudogene,chr8,33579823,33580597,-,775
ENSG00000253570.1,RNF5P1,pseudogene,chr8,38458179,38458718,-,540
ENSG00000253571.1,RP11-728L1.1,pseudogene,chr8,5706219,5707214,+,996
ENSG00000253572.2,RP11-107N7.1,lincRNA,chr5,77238581,77242262,-,722
ENSG00000253573.1,RP11-351C8.1,lincRNA,chr8,127779121,127802882,-,292
ENSG00000253574.1,RP11-284H18.1,antisense,chr8,140923482,140928864,+,549
ENSG00000253576.1,GS1-5L10.1,antisense,chr8,92988136,92989646,+,410
ENSG00000253577.1,RP11-100L22.3,lincRNA,chr8,93777930,93788679,+,436
ENSG00000253578.1,IGKV1-22,IG_V_pseudogene,chr2,89470259,89470696,-,326
ENSG00000253579.1,RP11-473A17.1,pseudogene,chr8,30989055,30989318,-,264
ENSG00000253580.1,RP11-790J24.2,pseudogene,chr8,109664602,109665544,+,943
ENSG00000253581.1,CTD-2272D18.2,pseudogene,chr8,83891646,83892121,+,476
ENSG00000253582.1,RP11-649G15.2,antisense,chr8,107532702,107669776,-,504
ENSG00000253583.1,RP11-573J24.1,lincRNA,chr8,64498558,64501966,+,730
ENSG00000253584.1,CTD-2374C24.1,lincRNA,chr5,104253193,104582065,-,1202
ENSG00000253585.1,KB-1184D12.1,lincRNA,chr8,95109992,95116550,-,668
ENSG00000253586.1,RP11-723D22.2,sense_intronic,chr8,38657161,38659814,+,356
ENSG00000253587.1,IGHV3-30-2,IG_V_pseudogene,chr14,106800319,106800757,-,345
ENSG00000253588.1,IGHVIII-44,IG_V_pseudogene,chr14,106934226,106934399,-,93
ENSG00000253590.1,IGLV3-13,IG_V_pseudogene,chr22,23104787,23105009,+,223
ENSG00000253591.1,CTC-265N9.1,antisense,chr5,170066162,170108441,-,1571
ENSG00000253592.1,IGKV2-38,IG_V_pseudogene,chr2,89609655,89609901,-,247
ENSG00000253593.2,RP11-157E21.1,lincRNA,chr8,134898739,134914650,+,582
ENSG00000253595.1,CTD-3064M3.1,antisense,chr8,142350648,142354720,+,812
ENSG00000253596.1,CTD-2320G14.2,antisense,chr8,75259992,75262285,-,590
ENSG00000253597.1,IGHVII-43-1,IG_V_pseudogene,chr14,106928717,106928888,-,172
ENSG00000253598.1,SLC10A5,protein_coding,chr8,82605842,82608409,-,2568
ENSG00000253600.1,CTC-340A15.1,pseudogene,chr5,164028008,164028458,-,451
ENSG00000253602.1,CTD-3135A9.3,misc_RNA,chr8,143328948,143329227,-,280
ENSG00000253603.1,CTA-397H3.3,antisense,chr8,56987151,56987833,+,557
ENSG00000253604.1,RP11-489E7.1,lincRNA,chr8,29763251,29766472,+,550
ENSG00000253605.1,HNRNPA1P38,pseudogene,chr8,142469175,142470131,+,957
ENSG00000253606.1,AFG3L2P1,pseudogene,chr8,43125341,43127105,-,1765
ENSG00000253607.1,RP11-557C18.3,antisense,chr8,124014800,124042991,+,625
ENSG00000253608.1,RP11-770E5.1,antisense,chr8,49464127,49611069,+,2372
ENSG00000253610.1,RP11-139F9.1,pseudogene,chr8,36165763,36165882,+,120
ENSG00000253611.1,VN1R46P,pseudogene,chr8,43075103,43075952,-,850
ENSG00000253612.1,WBP1LP3,pseudogene,chr8,105274,105481,+,208
ENSG00000253613.2,CTC-551A13.2,antisense,chr5,110412619,110427813,-,442
ENSG00000253614.1,RP11-513O17.3,lincRNA,chr8,58173785,58179172,+,2971
ENSG00000253615.1,RP11-597M17.2,pseudogene,chr8,27761083,27761232,+,150
ENSG00000253616.1,RP11-875O11.3,antisense,chr8,22928890,22932001,-,881
ENSG00000253617.2,RP11-443C10.3,pseudogene,chr5,178812820,178812993,-,174
ENSG00000253618.1,GRPEL2-AS1,antisense,chr5,148727679,148737205,-,401
ENSG00000253619.1,RP11-369K17.1,lincRNA,chr8,121925305,122131994,+,776
ENSG00000253620.2,AC144568.4,pseudogene,chr8,14091,14320,-,137
ENSG00000253621.1,RP11-255L13.1,pseudogene,chr8,90255630,90256022,-,393
ENSG00000253622.1,RP11-654G14.1,sense_intronic,chr8,118140694,118142538,+,497
ENSG00000253623.1,RP11-346I3.2,pseudogene,chr8,67392883,67393721,+,839
ENSG00000253625.1,IGKV2-23,IG_V_pseudogene,chr2,89471506,89472037,-,323
ENSG00000253626.2,EIF5AL1,protein_coding,chr10,81272357,81276188,+,3832
ENSG00000253627.1,RP11-513H8.1,lincRNA,chr8,135224108,135332690,-,426
ENSG00000253628.1,RP11-536N17.1,lincRNA,chr5,172243624,172246961,+,582
ENSG00000253629.1,KB-1107E3.1,antisense,chr8,102698775,102701321,+,361
ENSG00000253630.1,CTC-370J7.1,pseudogene,chr5,157174512,157174715,-,204
ENSG00000253631.1,IGLV7-35,IG_V_pseudogene,chr22,22804540,22804990,+,340
ENSG00000253632.1,RP11-486M23.1,lincRNA,chr8,29384829,29387840,+,642
ENSG00000253633.1,KB-1980E6.3,protein_coding,chr8,103540968,103550896,+,1231
ENSG00000253634.1,RP11-587H10.2,lincRNA,chr8,93577671,93667722,-,587
ENSG00000253635.1,IGHVIII-67-3,IG_V_pseudogene,chr14,107148674,107148905,-,232
ENSG00000253636.1,RP11-531A24.5,antisense,chr8,73964413,73975296,+,3549
ENSG00000253637.1,IGLVV-58,IG_V_pseudogene,chr22,22536972,22537275,+,304
ENSG00000253638.1,CTC-369M3.1,pseudogene,chr8,134404454,134404933,-,480
ENSG00000253639.1,KB-1589B1.3,pseudogene,chr8,98870277,98871175,-,252
ENSG00000253640.1,CTD-2281E23.1,lincRNA,chr8,1244292,1250829,-,3014
ENSG00000253641.1,RP11-981G7.2,lincRNA,chr8,10332075,10339484,+,1271
ENSG00000253642.1,RP11-317N12.1,lincRNA,chr8,33462374,33896526,+,1418
ENSG00000253643.1,RP11-561E1.1,antisense,chr8,24347825,24372342,-,1240
ENSG00000253644.1,KB-1930G5.3,lincRNA,chr8,102399527,102405414,-,408
ENSG00000253645.1,CTD-2544N14.3,antisense,chr8,38827879,38830530,-,650
ENSG00000253646.1,CTD-2311A18.1,pseudogene,chr5,154490744,154491884,-,851
ENSG00000253647.1,CTD-2270F17.1,antisense,chr5,169816497,169849848,+,1215
ENSG00000253648.1,RP11-77B22.2,lincRNA,chr8,15830824,15857833,+,389
ENSG00000253649.1,PRSS51,antisense,chr8,10340388,10405095,-,1245
ENSG00000253650.1,SMARCE1P4,pseudogene,chr8,36952668,36952908,+,241
ENSG00000253651.1,SOD1P3,pseudogene,chr8,126964105,126964558,-,454
ENSG00000253652.1,RP11-798K23.4,lincRNA,chr5,178930323,178942580,-,535
ENSG00000253653.1,CTC-248O19.1,antisense,chr5,156687132,156693635,-,911
ENSG00000253654.2,CTD-2210A23.1,pseudogene,chr8,49206586,49207254,-,669
ENSG00000253655.2,IGJP1,pseudogene,chr8,85892308,85892782,-,475
ENSG00000253656.1,KB-1568E2.1,lincRNA,chr8,131607545,131667958,-,2072
ENSG00000253657.1,RP11-25P11.2,pseudogene,chr8,109584872,109585403,+,532
ENSG00000253658.1,RP11-600K15.1,lincRNA,chr8,69824038,70016425,-,2840
ENSG00000253659.1,RP11-1114I9.1,lincRNA,chr8,80209952,80226706,+,633
ENSG00000253660.1,CTC-353G13.1,antisense,chr5,167364722,167380474,-,663
ENSG00000253661.1,ZFHX4-AS1,antisense,chr8,77403435,77595513,-,2251
ENSG00000253663.1,NPM1P52,pseudogene,chr8,104028972,104029817,+,846
ENSG00000253664.1,RP11-401H2.1,antisense,chr8,52170248,52233678,+,519
ENSG00000253665.1,RP11-359E19.2,lincRNA,chr8,39972170,39984987,+,739
ENSG00000253666.1,KB-1615E4.2,antisense,chr8,101487903,101513376,+,742
ENSG00000253667.2,RP11-30L15.4,pseudogene,chr8,54883791,54886770,+,2479
ENSG00000253668.1,RP11-463C14.1,pseudogene,chr8,54625257,54625456,+,200
ENSG00000253669.3,KB-1732A1.1,lincRNA,chr8,103817745,103822199,+,2829
ENSG00000253670.1,RP11-429O2.1,pseudogene,chr8,24998909,24999483,-,575
ENSG00000253671.1,RP11-806O11.1,processed_transcript,chr8,17666450,17678377,+,1053
ENSG00000253672.1,RP11-536K17.1,lincRNA,chr8,117414781,117415995,-,555
ENSG00000253673.1,CTC-436K13.1,lincRNA,chr5,157602404,157627024,+,681
ENSG00000253674.1,IGHVII-78-1,IG_V_pseudogene,chr14,107273842,107274110,-,269
ENSG00000253675.1,CTD-3118D11.2,antisense,chr8,87111194,87166454,-,502
ENSG00000253676.1,TAGLN2P1,pseudogene,chr8,107709655,107710241,-,587
ENSG00000253677.1,UBE2HP1,pseudogene,chr8,82167105,82167464,+,360
ENSG00000253678.1,RP11-981G7.3,lincRNA,chr8,10335001,10336885,-,489
ENSG00000253679.1,KB-1410C5.2,lincRNA,chr8,102273769,102275131,-,979
ENSG00000253680.1,RP11-59O2.1,pseudogene,chr8,86529573,86529741,-,169
ENSG00000253681.1,RP11-115I9.1,sense_intronic,chr8,77488786,77491580,-,339
ENSG00000253682.1,RP11-700E23.2,lincRNA,chr8,93415773,93425873,-,768
ENSG00000253683.1,CTB-79E8.3,pseudogene,chr5,172083525,172083716,-,192
ENSG00000253684.1,RP11-10D7.2,pseudogene,chr8,33499099,33499457,-,359
ENSG00000253685.1,RP11-593P24.3,pseudogene,chr8,36137009,36137214,-,206
ENSG00000253686.1,CTB-43E15.3,lincRNA,chr5,173134617,173173214,-,2815
ENSG00000253687.1,CTC-348L5.1,antisense,chr5,160040880,160066190,+,731
ENSG00000253688.1,RP11-567J20.2,lincRNA,chr8,49464575,49469001,-,764
ENSG00000253689.1,IGHV3-54,IG_V_pseudogene,chr14,107057358,107057795,-,346
ENSG00000253690.1,RP11-380I10.4,antisense,chr8,28107580,28196772,-,887
ENSG00000253691.2,IGKV2OR22-4,IG_V_pseudogene,chr22,17395125,17395871,-,367
ENSG00000253692.2,IGHEP1,IG_C_pseudogene,chr14,106185955,106188864,-,745
ENSG00000253693.1,CTC-535M15.2,lincRNA,chr5,164776036,165205694,+,734
ENSG00000253695.1,RP11-177H2.2,antisense,chr8,10698086,10704011,+,439
ENSG00000253696.2,KBTBD11-OT1,lincRNA,chr8,1919563,1924644,+,815
ENSG00000253697.1,RP11-1081K18.1,pseudogene,chr8,9515805,9515948,-,144
ENSG00000253698.1,RP11-1259L22.1,antisense,chr5,177777868,177779251,+,666
ENSG00000253699.1,CTD-3118D11.3,antisense,chr8,87192647,87224465,+,501
ENSG00000253701.1,AL928768.3,lincRNA,chr14,106170301,106170939,-,359
ENSG00000253702.1,RP11-567J20.1,lincRNA,chr8,49510018,49533578,-,559
ENSG00000253703.1,IGHV1-68,IG_V_pseudogene,chr14,107159869,107160163,-,295
ENSG00000253704.1,RP11-267M23.4,lincRNA,chr8,95565950,95581973,+,1789
ENSG00000253705.1,IGHV3-41,IG_V_pseudogene,chr14,106899044,106899493,-,347
ENSG00000253706.1,RP11-758M4.4,antisense,chr8,75711019,75779174,-,3611
ENSG00000253707.1,RP11-726G23.8,pseudogene,chr8,43139769,43139949,-,181
ENSG00000253708.1,RP11-51J9.4,antisense,chr8,30034070,30038404,-,583
ENSG00000253709.1,IGHV1-14,IG_V_pseudogene,chr14,106602580,106602820,-,241
ENSG00000253710.1,ALG11,protein_coding,chr13,52586534,52603800,+,5785
ENSG00000253711.1,RP11-787D18.1,antisense,chr8,62212723,62213628,-,680
ENSG00000253712.1,RP11-697M17.2,lincRNA,chr8,76079939,76088891,-,490
ENSG00000253713.1,CTC-264O10.2,lincRNA,chr5,166543323,166546590,-,490
ENSG00000253714.1,IGHVII-53-1,IG_V_pseudogene,chr14,107055682,107055936,-,255
ENSG00000253715.1,RP11-706C16.8,antisense,chr8,143866790,143893536,+,602
ENSG00000253716.1,RP13-582O9.5,antisense,chr8,144362331,144363860,-,1405
ENSG00000253717.1,KB-1299A7.2,lincRNA,chr8,111779092,111784988,+,476
ENSG00000253719.2,ATXN7L3B,protein_coding,chr12,74931551,74935223,+,3673
ENSG00000253720.1,RP11-473O4.3,lincRNA,chr8,130952102,130961640,+,549
ENSG00000253721.1,RP11-449M6.2,pseudogene,chr8,70899650,70899932,-,283
ENSG00000253722.1,RP11-10N23.4,antisense,chr8,94745444,94746250,+,696
ENSG00000253723.1,RP11-960H2.1,pseudogene,chr8,60733683,60733992,+,310
ENSG00000253725.1,RP11-21I4.2,pseudogene,chr5,178267098,178268135,+,1038
ENSG00000253726.1,RP11-313C15.1,sense_intronic,chr8,73644280,73664078,+,1722
ENSG00000253728.1,RP11-706C16.5,antisense,chr8,143915554,143916356,-,378
ENSG00000253729.3,PRKDC,protein_coding,chr8,48685669,48872743,-,15416
ENSG00000253730.1,RP11-893F2.13,antisense,chr17,48235694,48238637,-,547
ENSG00000253731.1,PCDHGA6,protein_coding,chr5,140753651,140892546,+,4605
ENSG00000253732.1,IGKV2-19,IG_V_pseudogene,chr2,89434458,89434740,-,283
ENSG00000253733.2,LZTS1-AS1,lincRNA,chr8,20133284,20147969,+,892
ENSG00000253734.1,RP11-579E24.1,lincRNA,chr8,64681988,64698058,+,3712
ENSG00000253735.1,RP11-115J16.3,lincRNA,chr8,9208748,9215951,-,563
ENSG00000253736.1,RP11-779O18.3,antisense,chr5,172189983,172204777,+,352
ENSG00000253737.1,KB-1460A1.3,lincRNA,chr8,102151893,102153157,+,473
